[offltest_0_0]
REGRESSION: test_0_0: Lorem ipsum dolor sit amet, v1.8..v1.9-rc1 (None), None, mainline, master, previous: no flags
INITIAL_REPORT: 1546300800, test_0_0: Lorem ipsum dolor sit amet, Regzbot testingmail, nobody@example.com, https://lore.kernel.org/regressions/regzbot-testing-test_0_0@example.com/
HISTORY: test_0_21: Lorem ipsum dolor sit amet, 1549411200, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_0_21@example.com/, inconclusive: some reason
LATEST: test_0_21: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_0_21@example.com/, 1549411200, PatchKind(None)
REGRESSION: test_0_22_0: Lorem ipsum dolor sit amet, v1.8..v1.9-rc1 (None), None, mainline, master, previous: no flags
INITIAL_REPORT: 1549497600, test_0_22_0: Lorem ipsum dolor sit amet, Regzbot testingmail, nobody@example.com, https://lore.kernel.org/regressions/regzbot-testing-test_0_22_0@example.com/
ACTIVITY: test_0_22_0: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_0_22_0@example.com/, 1549497600, PatchKind(None)
ACTIVITY: test_0_22_1: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_0_22_1@example.com/, 1549584000, PatchKind(None)
HISTORY: test_0_22_2: Lorem ipsum dolor sit amet, 1549670400, Regzbot testingmail, https://lore.kernel.org/lkml/regzbot-testing-test_0_22_2@example.com/, introduced: v1.8..v1.9-rc1
LATEST: test_0_22_1: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_0_22_1@example.com/, 1549584000, PatchKind(None)
REGRESSION: test_0_23_0: Lorem ipsum dolor sit amet, v1.8..v1.9-rc1 (None), None, mainline, master, previous: no flags
INITIAL_REPORT: 1549756800, test_0_23_0: Lorem ipsum dolor sit amet, Regzbot testingmail, nobody@example.com, https://lore.kernel.org/regressions/regzbot-testing-test_0_23_0@example.com/
ACTIVITY: test_0_23_0: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_0_23_0@example.com/, 1549756800, PatchKind(None)
ACTIVITY: test_0_23_1: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_0_23_1@example.com/, 1549843200, PatchKind(None)
ACTIVITY: test_0_23_2: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_0_23_2@example.com/, 1549929600, PatchKind(None)
ACTIVITY: test_0_23_3: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_0_23_3@example.com/, 1550016000, PatchKind(None)
HISTORY: test_0_23_2: Lorem ipsum dolor sit amet, 1549929600, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_0_23_2@example.com/, introduced: v1.8..v1.9-rc1
LATEST: test_0_23_3: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_0_23_3@example.com/, 1550016000, PatchKind(None)

[offltest_1_0]
REGRESSION: test_1_0: Lorem ipsum dolor sit amet, v1.8..v1.9-rc1 (None), None, mainline, master, previous: no flags
INITIAL_REPORT: 1546300800, test_1_0: Lorem ipsum dolor sit amet, Regzbot testingmail, nobody@example.com, https://lore.kernel.org/regressions/regzbot-testing-test_1_0@example.com/
ACTIVITY: test_1_0: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_1_0@example.com/, 1546300800, PatchKind(None)
HISTORY: test_1_0: Lorem ipsum dolor sit amet, 1546300800, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_1_0@example.com/, introduced: v1.8..v1.9-rc1 ("foo: bar baz")
LATEST: test_1_0: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_1_0@example.com/, 1546300800, PatchKind(None)

[offltest_1_1]
REGRESSION: test_1_0: Lorem ipsum dolor sit amet, v1.8..v1.9-rc1 (None), None, mainline, master, previous: culprit indentified
INITIAL_REPORT: 1546300800, test_1_0: Lorem ipsum dolor sit amet, Regzbot testingmail, nobody@example.com, https://lore.kernel.org/regressions/regzbot-testing-test_1_0@example.com/
SOLVED: fixed, 1546300811, c382aece218b, https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/commit/?h=master&id=c382aece218b38f369e45d233bf27e1a4204243f, Testcommit test_1_1
ACTIVITY: test_1_0: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_1_0@example.com/, 1546300800, PatchKind(None)
ACTIVITY: Commit c382aece218b in mainline, Regzbot Testing, https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/commit/?h=master&id=c382aece218b38f369e45d233bf27e1a4204243f, 1546300811, PatchKind(None)
HISTORY: test_1_0: Lorem ipsum dolor sit amet, 1546300800, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_1_0@example.com/, introduced: v1.8..v1.9-rc1 ("foo: bar baz")
HISTORY: Testcommit test_1_1, 1546300811, Regzbot Testing, https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/commit/?h=master&id=c382aece218b38f369e45d233bf27e1a4204243f, fix: c382aece218b [implicit, due to a Link/Closes tag]
LATEST: Commit c382aece218b in mainline, Regzbot Testing, https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/commit/?h=master&id=c382aece218b38f369e45d233bf27e1a4204243f, 1546300811, PatchKind(None)

[offltest_1_2]
REGRESSION: test_1_0: Lorem ipsum dolor sit amet, v1.8..v1.9-rc1 (None), None, mainline, master, previous: culprit indentified
INITIAL_REPORT: 1546300800, test_1_0: Lorem ipsum dolor sit amet, Regzbot testingmail, nobody@example.com, https://lore.kernel.org/regressions/regzbot-testing-test_1_0@example.com/
SOLVED: fixed, 1546300811, c382aece218b, https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/commit/?h=master&id=c382aece218b38f369e45d233bf27e1a4204243f, Testcommit test_1_1
ACTIVITY: test_1_0: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_1_0@example.com/, 1546300800, PatchKind(None)
ACTIVITY: Commit c382aece218b in mainline, Regzbot Testing, https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/commit/?h=master&id=c382aece218b38f369e45d233bf27e1a4204243f, 1546300811, PatchKind(None)
HISTORY: test_1_0: Lorem ipsum dolor sit amet, 1546300800, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_1_0@example.com/, introduced: v1.8..v1.9-rc1 ("foo: bar baz")
HISTORY: Testcommit test_1_1, 1546300811, Regzbot Testing, https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/commit/?h=master&id=c382aece218b38f369e45d233bf27e1a4204243f, fix: c382aece218b [implicit, due to a Link/Closes tag]
LATEST: Commit c382aece218b in mainline, Regzbot Testing, https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/commit/?h=master&id=c382aece218b38f369e45d233bf27e1a4204243f, 1546300811, PatchKind(None)
REGRESSION: test_1_2_0: Lorem ipsum dolor sit amet, v1.8..v1.9-rc1 (None), None, mainline, master, previous: no flags
INITIAL_REPORT: 1546387200, test_1_2_0: Lorem ipsum dolor sit amet, Regzbot testingmail, nobody@example.com, https://lore.kernel.org/regressions/regzbot-testing-test_1_2_0@example.com/
SOLVED: to_be_fixed, 1546473600, None, https://lore.kernel.org/regressions/regzbot-testing-test_1_2_1@example.com/, None
ACTIVITY: test_1_2_0: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_1_2_0@example.com/, 1546387200, PatchKind(None)
ACTIVITY: test_1_2_1: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_1_2_1@example.com/, 1546473600, PatchKind(None)
HISTORY: test_1_2_0: Lorem ipsum dolor sit amet, 1546387200, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_1_2_0@example.com/, introduced: v1.8..v1.9-rc1
HISTORY: test_1_2_1: Lorem ipsum dolor sit amet, 1546473600, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_1_2_1@example.com/, fix: 74cdebb9321b9b0a3a2b4981b1cec0002b43d124
LATEST: test_1_2_1: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_1_2_1@example.com/, 1546473600, PatchKind(None)

[offltest_1_3]
REGRESSION: test_1_0: Lorem ipsum dolor sit amet, v1.8..v1.9-rc1 (None), None, mainline, master, previous: culprit indentified
INITIAL_REPORT: 1546300800, test_1_0: Lorem ipsum dolor sit amet, Regzbot testingmail, nobody@example.com, https://lore.kernel.org/regressions/regzbot-testing-test_1_0@example.com/
SOLVED: fixed, 1546300811, c382aece218b, https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/commit/?h=master&id=c382aece218b38f369e45d233bf27e1a4204243f, Testcommit test_1_1
ACTIVITY: test_1_0: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_1_0@example.com/, 1546300800, PatchKind(None)
ACTIVITY: Commit c382aece218b in mainline, Regzbot Testing, https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/commit/?h=master&id=c382aece218b38f369e45d233bf27e1a4204243f, 1546300811, PatchKind(None)
HISTORY: test_1_0: Lorem ipsum dolor sit amet, 1546300800, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_1_0@example.com/, introduced: v1.8..v1.9-rc1 ("foo: bar baz")
HISTORY: Testcommit test_1_1, 1546300811, Regzbot Testing, https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/commit/?h=master&id=c382aece218b38f369e45d233bf27e1a4204243f, fix: c382aece218b [implicit, due to a Link/Closes tag]
LATEST: Commit c382aece218b in mainline, Regzbot Testing, https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/commit/?h=master&id=c382aece218b38f369e45d233bf27e1a4204243f, 1546300811, PatchKind(None)
REGRESSION: test_1_2_0: Lorem ipsum dolor sit amet, v1.8..v1.9-rc1 (None), None, mainline, master, previous: culprit indentified
INITIAL_REPORT: 1546387200, test_1_2_0: Lorem ipsum dolor sit amet, Regzbot testingmail, nobody@example.com, https://lore.kernel.org/regressions/regzbot-testing-test_1_2_0@example.com/
SOLVED: fixed, 1546300812, 74cdebb9321b, https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/commit/?h=master&id=74cdebb9321b9b0a3a2b4981b1cec0002b43d124, This is a mainline_master commit for testing regzbot, the content doesn't matter.
ACTIVITY: 74cdebb9321b, the fix specified through '#regzbot fix:' earlier landed in mainline, Regzbot Testing, https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/commit/?h=master&id=74cdebb9321b9b0a3a2b4981b1cec0002b43d124, 1546300812, PatchKind(None)
ACTIVITY: test_1_2_0: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_1_2_0@example.com/, 1546387200, PatchKind(None)
ACTIVITY: test_1_2_1: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_1_2_1@example.com/, 1546473600, PatchKind(None)
HISTORY: This is a mainline_master commit for testing regzbot, the content doesn't matter., 1546300812, Regzbot Testing, https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/commit/?h=master&id=74cdebb9321b9b0a3a2b4981b1cec0002b43d124, fixed: 'fix' commit '74cdebb9321b' now in 'mainline'
HISTORY: test_1_2_0: Lorem ipsum dolor sit amet, 1546387200, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_1_2_0@example.com/, introduced: v1.8..v1.9-rc1
HISTORY: test_1_2_1: Lorem ipsum dolor sit amet, 1546473600, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_1_2_1@example.com/, fix: 74cdebb9321b9b0a3a2b4981b1cec0002b43d124
LATEST: test_1_2_1: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_1_2_1@example.com/, 1546473600, PatchKind(None)

[offltest_1_4]
REGRESSION: test_1_0: Lorem ipsum dolor sit amet, v1.8..v1.9-rc1 (None), None, mainline, master, previous: culprit indentified
INITIAL_REPORT: 1546300800, test_1_0: Lorem ipsum dolor sit amet, Regzbot testingmail, nobody@example.com, https://lore.kernel.org/regressions/regzbot-testing-test_1_0@example.com/
SOLVED: fixed, 1546300811, c382aece218b, https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/commit/?h=master&id=c382aece218b38f369e45d233bf27e1a4204243f, Testcommit test_1_1
ACTIVITY: test_1_0: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_1_0@example.com/, 1546300800, PatchKind(None)
ACTIVITY: Commit c382aece218b in mainline, Regzbot Testing, https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/commit/?h=master&id=c382aece218b38f369e45d233bf27e1a4204243f, 1546300811, PatchKind(None)
HISTORY: test_1_0: Lorem ipsum dolor sit amet, 1546300800, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_1_0@example.com/, introduced: v1.8..v1.9-rc1 ("foo: bar baz")
HISTORY: Testcommit test_1_1, 1546300811, Regzbot Testing, https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/commit/?h=master&id=c382aece218b38f369e45d233bf27e1a4204243f, fix: c382aece218b [implicit, due to a Link/Closes tag]
LATEST: Commit c382aece218b in mainline, Regzbot Testing, https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/commit/?h=master&id=c382aece218b38f369e45d233bf27e1a4204243f, 1546300811, PatchKind(None)
REGRESSION: test_1_2_0: Lorem ipsum dolor sit amet, v1.8..v1.9-rc1 (None), None, mainline, master, previous: culprit indentified
INITIAL_REPORT: 1546387200, test_1_2_0: Lorem ipsum dolor sit amet, Regzbot testingmail, nobody@example.com, https://lore.kernel.org/regressions/regzbot-testing-test_1_2_0@example.com/
SOLVED: fixed, 1546300812, 74cdebb9321b, https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/commit/?h=master&id=74cdebb9321b9b0a3a2b4981b1cec0002b43d124, This is a mainline_master commit for testing regzbot, the content doesn't matter.
ACTIVITY: 74cdebb9321b, the fix specified through '#regzbot fix:' earlier landed in mainline, Regzbot Testing, https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/commit/?h=master&id=74cdebb9321b9b0a3a2b4981b1cec0002b43d124, 1546300812, PatchKind(None)
ACTIVITY: test_1_2_0: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_1_2_0@example.com/, 1546387200, PatchKind(None)
ACTIVITY: test_1_2_1: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_1_2_1@example.com/, 1546473600, PatchKind(None)
HISTORY: This is a mainline_master commit for testing regzbot, the content doesn't matter., 1546300812, Regzbot Testing, https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/commit/?h=master&id=74cdebb9321b9b0a3a2b4981b1cec0002b43d124, fixed: 'fix' commit '74cdebb9321b' now in 'mainline'
HISTORY: test_1_2_0: Lorem ipsum dolor sit amet, 1546387200, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_1_2_0@example.com/, introduced: v1.8..v1.9-rc1
HISTORY: test_1_2_1: Lorem ipsum dolor sit amet, 1546473600, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_1_2_1@example.com/, fix: 74cdebb9321b9b0a3a2b4981b1cec0002b43d124
LATEST: test_1_2_1: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_1_2_1@example.com/, 1546473600, PatchKind(None)
REGRESSION: test_1_4: Lorem ipsum dolor sit amet, v1.8..v1.9-rc1 (None), None, mainline, master, previous: no flags
INITIAL_REPORT: 1546560000, test_1_4: Lorem ipsum dolor sit amet, Regzbot testingmail, nobody@example.com, https://lore.kernel.org/regressions/regzbot-testing-test_1_4@example.com/
SOLVED: to_be_fixed, 1577836803, f524db9faf55, https://git.kernel.org/pub/scm/linux/kernel/git/next/linux-next.git/commit/?h=master&id=f524db9faf55e27d6eab690ea6b489599d84b427, Testcommit test_1_4
ACTIVITY: test_1_4: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_1_4@example.com/, 1546560000, PatchKind(None)
ACTIVITY: Commit f524db9faf55 in next, Regzbot Testing, https://git.kernel.org/pub/scm/linux/kernel/git/next/linux-next.git/commit/?h=master&id=f524db9faf55e27d6eab690ea6b489599d84b427, 1577836803, PatchKind(None)
HISTORY: test_1_4: Lorem ipsum dolor sit amet, 1546560000, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_1_4@example.com/, introduced: v1.8..v1.9-rc1
HISTORY: Testcommit test_1_4, 1577836803, Regzbot Testing, https://git.kernel.org/pub/scm/linux/kernel/git/next/linux-next.git/commit/?h=master&id=f524db9faf55e27d6eab690ea6b489599d84b427, fix: f524db9faf55 in next referred to this regression
LATEST: Commit f524db9faf55 in next, Regzbot Testing, https://git.kernel.org/pub/scm/linux/kernel/git/next/linux-next.git/commit/?h=master&id=f524db9faf55e27d6eab690ea6b489599d84b427, 1577836803, PatchKind(None)

[offltest_1_5]
REGRESSION: test_1_0: Lorem ipsum dolor sit amet, v1.8..v1.9-rc1 (None), None, mainline, master, previous: culprit indentified
INITIAL_REPORT: 1546300800, test_1_0: Lorem ipsum dolor sit amet, Regzbot testingmail, nobody@example.com, https://lore.kernel.org/regressions/regzbot-testing-test_1_0@example.com/
SOLVED: fixed, 1546300811, c382aece218b, https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/commit/?h=master&id=c382aece218b38f369e45d233bf27e1a4204243f, Testcommit test_1_1
ACTIVITY: test_1_0: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_1_0@example.com/, 1546300800, PatchKind(None)
ACTIVITY: Commit c382aece218b in mainline, Regzbot Testing, https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/commit/?h=master&id=c382aece218b38f369e45d233bf27e1a4204243f, 1546300811, PatchKind(None)
HISTORY: test_1_0: Lorem ipsum dolor sit amet, 1546300800, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_1_0@example.com/, introduced: v1.8..v1.9-rc1 ("foo: bar baz")
HISTORY: Testcommit test_1_1, 1546300811, Regzbot Testing, https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/commit/?h=master&id=c382aece218b38f369e45d233bf27e1a4204243f, fix: c382aece218b [implicit, due to a Link/Closes tag]
